date,sales,product_category,region,store,promo_flag
2023-01-05,1120.17,Grocery,East,Store A,1
2023-01-05,1323.18,Grocery,West,Store A,1
2023-01-05,1286.43,Electronics,North,Store B,1
2023-01-05,1400.11,Electronics,South,Store B,1
2023-01-05,1300.91,Electronics,East,Store A,1
2023-01-05,1560.58,Electronics,West,Store A,1
2023-01-05,891.95,Fashion,North,Store B,1
2023-01-05,1100.22,Fashion,South,Store B,1
2023-01-05,1050.62,Fashion,East,Store A,1
2023-01-05,1272.3,Fashion,West,Store A,1
2023-01-05,763.01,Home,North,Store C,1
2023-01-05,904.0,Home,South,Store C,1
2023-01-05,907.86,Home,East,Store B,1
2023-01-05,1016.86,Home,West,Store B,1
2023-01-06,832.75,Grocery,North,Store C,0
2023-01-06,882.91,Grocery,South,Store C,0
2023-01-06,876.93,Grocery,East,Store B,0
2023-01-06,1040.64,Grocery,West,Store B,0
2023-01-06,906.11,Electronics,North,Store C,0
2023-01-06,1133.08,Electronics,South,Store C,0
2023-01-06,1053.51,Electronics,East,Store B,0
2023-01-06,1278.25,Electronics,West,Store B,0
2023-01-06,765.62,Fashion,North,Store C,0
2023-01-06,865.97,Fashion,South,Store C,0
2023-01-06,857.49,Fashion,East,Store B,0
2023-01-06,966.25,Fashion,West,Store B,0
2023-01-06,862.31,Home,North,Online,0
2023-01-06,1003.68,Home,South,Online,0
2023-01-06,592.21,Home,East,Store C,0
2023-01-06,731.24,Home,West,Store C,0
2023-01-07,1193.08,Grocery,North,Online,0
2023-01-07,1386.04,Grocery,South,Online,0
2023-01-07,1001.12,Grocery,East,Store C,0
2023-01-07,1109.17,Grocery,West,Store C,0
2023-01-07,1502.49,Electronics,North,Online,0
2023-01-07,1805.41,Electronics,South,Online,0
2023-01-07,1158.68,Electronics,East,Store C,0
2023-01-07,1435.25,Electronics,West,Store C,0
2023-01-07,1107.21,Fashion,North,Online,0
2023-01-07,1307.48,Fashion,South,Online,0
2023-01-07,843.9,Fashion,East,Store C,0
2023-01-07,1042.1,Fashion,West,Store C,0
2023-01-07,909.94,Home,North,Store A,0
2023-01-07,888.17,Home,South,Store A,0
2023-01-07,1097.54,Home,East,Online,0
2023-01-07,1283.93,Home,West,Online,0
2023-01-08,1031.61,Grocery,North,Store A,0
2023-01-08,1131.94,Grocery,South,Store A,0
2023-01-08,1326.92,Grocery,East,Online,0
2023-01-08,1536.82,Grocery,West,Online,0
2023-01-08,1293.55,Electronics,North,Store A,0
2023-01-08,1459.08,Electronics,South,Store A,0
2023-01-08,1680.13,Electronics,East,Online,0
2023-01-08,1871.28,Electronics,West,Online,0
2023-01-08,917.8,Fashion,North,Store A,0
2023-01-08,1118.67,Fashion,South,Store A,0
2023-01-08,1222.94,Fashion,East,Online,0
2023-01-08,1507.99,Fashion,West,Online,0
2023-01-08,861.84,Home,North,Store B,0
2023-01-08,948.37,Home,South,Store B,0
2023-01-08,983.19,Home,East,Store A,0
2023-01-08,1003.12,Home,West,Store A,0
2023-01-09,831.5,Grocery,North,Store B,0
2023-01-09,935.58,Grocery,South,Store B,0
2023-01-09,937.44,Grocery,East,Store A,0
2023-01-09,1059.28,Grocery,West,Store A,0
2023-01-09,1077.89,Electronics,North,Store B,0
2023-01-09,1174.97,Electronics,South,Store B,0
2023-01-09,1073.01,Electronics,East,Store A,0
2023-01-09,1309.99,Electronics,West,Store A,0
2023-01-09,810.48,Fashion,North,Store B,0
2023-01-09,949.03,Fashion,South,Store B,0
2023-01-09,987.44,Fashion,East,Store A,0
2023-01-09,1199.08,Fashion,West,Store A,0
2023-01-09,684.72,Home,North,Store C,0
2023-01-09,699.05,Home,South,Store C,0
2023-01-09,617.84,Home,East,Store B,0
2023-01-09,884.84,Home,West,Store B,0
2023-01-10,770.9,Grocery,North,Store C,0
2023-01-10,905.57,Grocery,South,Store C,0
2023-01-10,872.11,Grocery,East,Store B,0
2023-01-10,1064.4,Grocery,West,Store B,0
2023-01-10,1040.13,Electronics,North,Store C,0
2023-01-10,1125.88,Electronics,South,Store C,0
2023-01-10,1081.28,Electronics,East,Store B,0
2023-01-10,1233.24,Electronics,West,Store B,0
2023-01-10,654.39,Fashion,North,Store C,0
2023-01-10,822.98,Fashion,South,Store C,0
2023-01-10,826.06,Fashion,East,Store B,0
2023-01-10,1078.52,Fashion,West,Store B,0
2023-01-10,901.51,Home,North,Online,0
2023-01-10,1072.09,Home,South,Online,0
2023-01-10,664.32,Home,East,Store C,0
2023-01-10,753.68,Home,West,Store C,0
2023-01-11,1048.91,Grocery,North,Online,0
2023-01-11,1214.5,Grocery,South,Online,0
2023-01-11,969.46,Grocery,East,Store C,0
2023-01-11,963.78,Grocery,West,Store C,0
2023-01-11,1372.24,Electronics,North,Online,0
2023-01-11,1459.86,Electronics,South,Online,0
2023-01-11,1077.0,Electronics,East,Store C,0
2023-01-11,1235.34,Electronics,West,Store C,0
2023-01-11,999.98,Fashion,North,Online,0
2023-01-11,1145.84,Fashion,South,Online,0
2023-01-11,744.14,Fashion,East,Store C,0
2023-01-11,947.99,Fashion,West,Store C,0
2023-01-11,726.91,Home,North,Store A,0
2023-01-11,788.51,Home,South,Store A,0
2023-01-11,864.4,Home,East,Online,0
2023-01-11,1115.85,Home,West,Online,0
2023-01-12,1013.34,Grocery,North,Store A,0
2023-01-12,1063.42,Grocery,South,Store A,0
2023-01-12,1145.15,Grocery,East,Online,0
2023-01-12,1378.92,Grocery,West,Online,0
2023-01-12,1186.76,Electronics,North,Store A,0
2023-01-12,1281.19,Electronics,South,Store A,0
2023-01-12,1363.31,Electronics,East,Online,0
2023-01-12,1701.31,Electronics,West,Online,0
2023-01-12,871.56,Fashion,North,Store A,0
2023-01-12,1049.72,Fashion,South,Store A,0
2023-01-12,1064.15,Fashion,East,Online,0
2023-01-12,1180.33,Fashion,West,Online,0
2023-01-12,635.02,Home,North,Store B,0
2023-01-12,899.3,Home,South,Store B,0
2023-01-12,880.63,Home,East,Store A,0
2023-01-12,920.29,Home,West,Store A,0
2023-01-13,854.08,Grocery,North,Store B,0
2023-01-13,1076.56,Grocery,South,Store B,0
2023-01-13,907.37,Grocery,East,Store A,0
2023-01-13,1096.89,Grocery,West,Store A,0
2023-01-13,1088.53,Electronics,North,Store B,0
2023-01-13,1177.09,Electronics,South,Store B,0
2023-01-13,1164.9,Electronics,East,Store A,0
2023-01-13,1370.21,Electronics,West,Store A,0
2023-01-13,819.55,Fashion,North,Store B,0
2023-01-13,989.17,Fashion,South,Store B,0
2023-01-13,891.18,Fashion,East,Store A,0
2023-01-13,1084.39,Fashion,West,Store A,0
2023-01-13,555.64,Home,North,Store C,0
2023-01-13,758.16,Home,South,Store C,0
2023-01-13,695.91,Home,East,Store B,0
2023-01-13,811.59,Home,West,Store B,0
2023-01-14,907.02,Grocery,North,Store C,0
2023-01-14,1069.06,Grocery,South,Store C,0
2023-01-14,1111.3,Grocery,East,Store B,0
2023-01-14,1182.83,Grocery,West,Store B,0
2023-01-14,1151.3,Electronics,North,Store C,0
2023-01-14,1281.98,Electronics,South,Store C,0
2023-01-14,1258.68,Electronics,East,Store B,0
2023-01-14,1566.35,Electronics,West,Store B,0
2023-01-14,903.95,Fashion,North,Store C,0
2023-01-14,1068.84,Fashion,South,Store C,0
2023-01-14,962.52,Fashion,East,Store B,0
2023-01-14,1111.09,Fashion,West,Store B,0
2023-01-14,1035.23,Home,North,Online,0
2023-01-14,1205.75,Home,South,Online,0
2023-01-14,819.99,Home,East,Store C,0
2023-01-14,899.46,Home,West,Store C,0
2023-01-15,1553.8,Grocery,North,Online,1
2023-01-15,1775.57,Grocery,South,Online,1
2023-01-15,1336.48,Grocery,East,Store C,1
2023-01-15,1521.29,Grocery,West,Store C,1
2023-01-15,1816.91,Electronics,North,Online,1
2023-01-15,2105.79,Electronics,South,Online,1
2023-01-15,1361.2,Electronics,East,Store C,1
2023-01-15,1674.0,Electronics,West,Store C,1
2023-01-15,1434.92,Fashion,North,Online,1
2023-01-15,1679.93,Fashion,South,Online,1
2023-01-15,1056.4,Fashion,East,Store C,1
2023-01-15,1261.91,Fashion,West,Store C,1
2023-01-15,938.72,Home,North,Store A,1
2023-01-15,1194.03,Home,South,Store A,1
2023-01-15,1255.24,Home,East,Online,1
2023-01-15,1525.84,Home,West,Online,1
2023-01-16,887.19,Grocery,North,Store A,0
2023-01-16,1059.6,Grocery,South,Store A,0
2023-01-16,1066.09,Grocery,East,Online,0
2023-01-16,1295.65,Grocery,West,Online,0
2023-01-16,1242.78,Electronics,North,Store A,0
2023-01-16,1210.54,Electronics,South,Store A,0
2023-01-16,1338.94,Electronics,East,Online,0
2023-01-16,1757.3,Electronics,West,Online,0
2023-01-16,1015.93,Fashion,North,Store A,0
2023-01-16,910.11,Fashion,South,Store A,0
2023-01-16,1043.97,Fashion,East,Online,0
2023-01-16,1278.48,Fashion,West,Online,0
2023-01-16,812.19,Home,North,Store B,0
2023-01-16,762.01,Home,South,Store B,0
2023-01-16,779.91,Home,East,Store A,0
2023-01-16,981.88,Home,West,Store A,0
2023-01-17,907.45,Grocery,North,Store B,0
2023-01-17,985.04,Grocery,South,Store B,0
2023-01-17,970.17,Grocery,East,Store A,0
2023-01-17,1081.46,Grocery,West,Store A,0
2023-01-17,1050.14,Electronics,North,Store B,0
2023-01-17,1195.64,Electronics,South,Store B,0
2023-01-17,1189.12,Electronics,East,Store A,0
2023-01-17,1361.88,Electronics,West,Store A,0
2023-01-17,834.6,Fashion,North,Store B,0
2023-01-17,976.2,Fashion,South,Store B,0
2023-01-17,903.24,Fashion,East,Store A,0
2023-01-17,1078.37,Fashion,West,Store A,0
2023-01-17,677.73,Home,North,Store C,0
2023-01-17,768.13,Home,South,Store C,0
2023-01-17,709.71,Home,East,Store B,0
2023-01-17,904.45,Home,West,Store B,0
2023-01-18,826.05,Grocery,North,Store C,0
2023-01-18,1061.5,Grocery,South,Store C,0
2023-01-18,1009.84,Grocery,East,Store B,0
2023-01-18,1114.11,Grocery,West,Store B,0
2023-01-18,958.53,Electronics,North,Store C,0
2023-01-18,1077.68,Electronics,South,Store C,0
2023-01-18,1176.61,Electronics,East,Store B,0
2023-01-18,1329.63,Electronics,West,Store B,0
2023-01-18,787.35,Fashion,North,Store C,0
2023-01-18,770.23,Fashion,South,Store C,0
2023-01-18,896.07,Fashion,East,Store B,0
2023-01-18,1025.27,Fashion,West,Store B,0
2023-01-18,850.59,Home,North,Online,0
2023-01-18,1011.81,Home,South,Online,0
2023-01-18,719.68,Home,East,Store C,0
2023-01-18,837.58,Home,West,Store C,0
2023-01-19,1107.13,Grocery,North,Online,0
2023-01-19,1272.85,Grocery,South,Online,0
2023-01-19,854.95,Grocery,East,Store C,0
2023-01-19,1036.77,Grocery,West,Store C,0
2023-01-19,1432.58,Electronics,North,Online,0
2023-01-19,1397.41,Electronics,South,Online,0
2023-01-19,1032.48,Electronics,East,Store C,0
2023-01-19,1247.25,Electronics,West,Store C,0
2023-01-19,1044.3,Fashion,North,Online,0
2023-01-19,1149.73,Fashion,South,Online,0
2023-01-19,698.56,Fashion,East,Store C,0
2023-01-19,959.27,Fashion,West,Store C,0
2023-01-19,861.41,Home,North,Store A,0
2023-01-19,788.04,Home,South,Store A,0
2023-01-19,1000.19,Home,East,Online,0
2023-01-19,1109.59,Home,West,Online,0
2023-01-20,940.86,Grocery,North,Store A,0
2023-01-20,1016.91,Grocery,South,Store A,0
2023-01-20,1155.33,Grocery,East,Online,0
2023-01-20,1460.81,Grocery,West,Online,0
2023-01-20,1168.32,Electronics,North,Store A,0
2023-01-20,1388.7,Electronics,South,Store A,0
2023-01-20,1477.2,Electronics,East,Online,0
2023-01-20,1696.02,Electronics,West,Online,0
2023-01-20,960.13,Fashion,North,Store A,0
2023-01-20,1007.88,Fashion,South,Store A,0
2023-01-20,1119.79,Fashion,East,Online,0
2023-01-20,1255.25,Fashion,West,Online,0
2023-01-20,727.53,Home,North,Store B,0
2023-01-20,785.62,Home,South,Store B,0
2023-01-20,855.3,Home,East,Store A,0
2023-01-20,883.17,Home,West,Store A,0
2023-01-21,1077.53,Grocery,North,Store B,0
2023-01-21,1167.09,Grocery,South,Store B,0
2023-01-21,1208.97,Grocery,East,Store A,0
2023-01-21,1396.08,Grocery,West,Store A,0
2023-01-21,1345.04,Electronics,North,Store B,0
2023-01-21,1457.27,Electronics,South,Store B,0
2023-01-21,1290.88,Electronics,East,Store A,0
2023-01-21,1626.65,Electronics,West,Store A,0
2023-01-21,882.37,Fashion,North,Store B,0
2023-01-21,1049.27,Fashion,South,Store B,0
2023-01-21,1130.68,Fashion,East,Store A,0
2023-01-21,1275.03,Fashion,West,Store A,0
2023-01-21,751.66,Home,North,Store C,0
2023-01-21,843.62,Home,South,Store C,0
2023-01-21,879.25,Home,East,Store B,0
2023-01-21,971.69,Home,West,Store B,0
2023-01-22,936.48,Grocery,North,Store C,0
2023-01-22,1125.17,Grocery,South,Store C,0
2023-01-22,1144.54,Grocery,East,Store B,0
2023-01-22,1313.03,Grocery,West,Store B,0
2023-01-22,1045.35,Electronics,North,Store C,0
2023-01-22,1350.11,Electronics,South,Store C,0
2023-01-22,1304.82,Electronics,East,Store B,0
2023-01-22,1562.56,Electronics,West,Store B,0
2023-01-22,979.79,Fashion,North,Store C,0
2023-01-22,900.63,Fashion,South,Store C,0
2023-01-22,956.88,Fashion,East,Store B,0
2023-01-22,1203.61,Fashion,West,Store B,0
2023-01-22,980.37,Home,North,Online,0
2023-01-22,1296.15,Home,South,Online,0
2023-01-22,845.87,Home,East,Store C,0
2023-01-22,1023.82,Home,West,Store C,0
2023-01-23,1102.18,Grocery,North,Online,0
2023-01-23,1335.11,Grocery,South,Online,0
2023-01-23,935.6,Grocery,East,Store C,0
2023-01-23,1050.69,Grocery,West,Store C,0
2023-01-23,1377.03,Electronics,North,Online,0
2023-01-23,1567.67,Electronics,South,Online,0
2023-01-23,1007.69,Electronics,East,Store C,0
2023-01-23,1240.86,Electronics,West,Store C,0
2023-01-23,1029.13,Fashion,North,Online,0
2023-01-23,1202.09,Fashion,South,Online,0
2023-01-23,857.52,Fashion,East,Store C,0
2023-01-23,891.71,Fashion,West,Store C,0
2023-01-23,766.61,Home,North,Store A,0
2023-01-23,961.94,Home,South,Store A,0
2023-01-23,920.58,Home,East,Online,0
2023-01-23,1092.85,Home,West,Online,0
2023-01-24,964.02,Grocery,North,Store A,0
2023-01-24,1131.12,Grocery,South,Store A,0
2023-01-24,1185.12,Grocery,East,Online,0
2023-01-24,1475.14,Grocery,West,Online,0
2023-01-24,1193.83,Electronics,North,Store A,0
2023-01-24,1351.59,Electronics,South,Store A,0
2023-01-24,1455.88,Electronics,East,Online,0
2023-01-24,1815.23,Electronics,West,Online,0
2023-01-24,860.86,Fashion,North,Store A,0
2023-01-24,882.56,Fashion,South,Store A,0
2023-01-24,1172.34,Fashion,East,Online,0
2023-01-24,1258.06,Fashion,West,Online,0
2023-01-24,736.44,Home,North,Store B,0
2023-01-24,903.56,Home,South,Store B,0
2023-01-24,720.1,Home,East,Store A,0
2023-01-24,887.83,Home,West,Store A,0
2023-01-25,991.85,Grocery,North,Store B,1
2023-01-25,1185.6,Grocery,South,Store B,1
2023-01-25,1218.99,Grocery,East,Store A,1
2023-01-25,1443.09,Grocery,West,Store A,1
2023-01-25,1314.76,Electronics,North,Store B,1
2023-01-25,1401.59,Electronics,South,Store B,1
2023-01-25,1310.76,Electronics,East,Store A,1
2023-01-25,1704.9,Electronics,West,Store A,1
2023-01-25,962.46,Fashion,North,Store B,1
2023-01-25,1150.36,Fashion,South,Store B,1
2023-01-25,1132.16,Fashion,East,Store A,1
2023-01-25,1302.01,Fashion,West,Store A,1
2023-01-25,866.6,Home,North,Store C,1
2023-01-25,951.46,Home,South,Store C,1
2023-01-25,945.12,Home,East,Store B,1
2023-01-25,1045.45,Home,West,Store B,1
2023-01-26,836.84,Grocery,North,Store C,0
2023-01-26,974.64,Grocery,South,Store C,0
2023-01-26,985.45,Grocery,East,Store B,0
2023-01-26,1091.38,Grocery,West,Store B,0
2023-01-26,1047.6,Electronics,North,Store C,0
2023-01-26,1145.23,Electronics,South,Store C,0
2023-01-26,1125.11,Electronics,East,Store B,0
2023-01-26,1385.03,Electronics,West,Store B,0
2023-01-26,665.34,Fashion,North,Store C,0
2023-01-26,810.83,Fashion,South,Store C,0
2023-01-26,779.11,Fashion,East,Store B,0
2023-01-26,890.36,Fashion,West,Store B,0
2023-01-26,891.15,Home,North,Online,0
2023-01-26,1098.08,Home,South,Online,0
2023-01-26,702.5,Home,East,Store C,0
2023-01-26,860.96,Home,West,Store C,0
2023-01-27,1203.66,Grocery,North,Online,0
2023-01-27,1374.95,Grocery,South,Online,0
2023-01-27,880.9,Grocery,East,Store C,0
2023-01-27,1121.64,Grocery,West,Store C,0
2023-01-27,1381.44,Electronics,North,Online,0
2023-01-27,1520.67,Electronics,South,Online,0
2023-01-27,1031.95,Electronics,East,Store C,0
2023-01-27,1178.75,Electronics,West,Store C,0
2023-01-27,997.97,Fashion,North,Online,0
2023-01-27,1171.9,Fashion,South,Online,0
2023-01-27,853.92,Fashion,East,Store C,0
2023-01-27,1053.09,Fashion,West,Store C,0
2023-01-27,704.41,Home,North,Store A,0
2023-01-27,909.96,Home,South,Store A,0
2023-01-27,912.87,Home,East,Online,0
2023-01-27,1174.39,Home,West,Online,0
2023-01-28,1107.99,Grocery,North,Store A,0
2023-01-28,1168.72,Grocery,South,Store A,0
2023-01-28,1437.29,Grocery,East,Online,0
2023-01-28,1607.58,Grocery,West,Online,0
2023-01-28,1312.65,Electronics,North,Store A,0
2023-01-28,1468.78,Electronics,South,Store A,0
2023-01-28,1632.2,Electronics,East,Online,0
2023-01-28,1998.12,Electronics,West,Online,0
2023-01-28,1010.28,Fashion,North,Store A,0
2023-01-28,1179.92,Fashion,South,Store A,0
2023-01-28,1288.66,Fashion,East,Online,0
2023-01-28,1574.43,Fashion,West,Online,0
2023-01-28,836.08,Home,North,Store B,0
2023-01-28,891.94,Home,South,Store B,0
2023-01-28,1004.58,Home,East,Store A,0
2023-01-28,1101.39,Home,West,Store A,0
2023-01-29,1114.44,Grocery,North,Store B,0
2023-01-29,1219.87,Grocery,South,Store B,0
2023-01-29,1157.96,Grocery,East,Store A,0
2023-01-29,1398.37,Grocery,West,Store A,0
2023-01-29,1374.64,Electronics,North,Store B,0
2023-01-29,1556.84,Electronics,South,Store B,0
2023-01-29,1405.98,Electronics,East,Store A,0
2023-01-29,1668.51,Electronics,West,Store A,0
2023-01-29,1023.08,Fashion,North,Store B,0
2023-01-29,1050.68,Fashion,South,Store B,0
2023-01-29,1084.75,Fashion,East,Store A,0
2023-01-29,1260.88,Fashion,West,Store A,0
2023-01-29,821.6,Home,North,Store C,0
2023-01-29,869.74,Home,South,Store C,0
2023-01-29,805.82,Home,East,Store B,0
2023-01-29,943.3,Home,West,Store B,0
2023-01-30,792.67,Grocery,North,Store C,0
2023-01-30,947.02,Grocery,South,Store C,0
2023-01-30,932.42,Grocery,East,Store B,0
2023-01-30,1229.32,Grocery,West,Store B,0
2023-01-30,1088.68,Electronics,North,Store C,0
2023-01-30,1117.08,Electronics,South,Store C,0
2023-01-30,1160.6,Electronics,East,Store B,0
2023-01-30,1328.74,Electronics,West,Store B,0
2023-01-30,766.1,Fashion,North,Store C,0
2023-01-30,900.05,Fashion,South,Store C,0
2023-01-30,902.22,Fashion,East,Store B,0
2023-01-30,1008.96,Fashion,West,Store B,0
2023-01-30,995.09,Home,North,Online,0
2023-01-30,1003.3,Home,South,Online,0
2023-01-30,724.8,Home,East,Store C,0
2023-01-30,1000.39,Home,West,Store C,0
2023-01-31,1165.94,Grocery,North,Online,0
2023-01-31,1392.05,Grocery,South,Online,0
2023-01-31,897.41,Grocery,East,Store C,0
2023-01-31,1088.22,Grocery,West,Store C,0
2023-01-31,1385.19,Electronics,North,Online,0
2023-01-31,1570.94,Electronics,South,Online,0
2023-01-31,1031.0,Electronics,East,Store C,0
2023-01-31,1294.78,Electronics,West,Store C,0
2023-01-31,1009.07,Fashion,North,Online,0
2023-01-31,1238.54,Fashion,South,Online,0
2023-01-31,876.44,Fashion,East,Store C,0
2023-01-31,986.92,Fashion,West,Store C,0
2023-01-31,771.45,Home,North,Store A,0
2023-01-31,921.03,Home,South,Store A,0
2023-01-31,961.54,Home,East,Online,0
2023-01-31,1209.7,Home,West,Online,0
2023-02-01,812.97,Grocery,North,Store B,0
2023-02-01,1021.6,Grocery,South,Store B,0
2023-02-01,901.41,Grocery,East,Store A,0
2023-02-01,1114.35,Grocery,West,Store A,0
2023-02-01,1174.55,Electronics,North,Store B,0
2023-02-01,1300.83,Electronics,South,Store B,0
2023-02-01,1176.94,Electronics,East,Store A,0
2023-02-01,1357.31,Electronics,West,Store A,0
2023-02-01,673.22,Fashion,North,Store B,0
2023-02-01,922.03,Fashion,South,Store B,0
2023-02-01,1058.35,Fashion,East,Store A,0
2023-02-01,1119.09,Fashion,West,Store A,0
2023-02-01,667.06,Home,North,Store C,0
2023-02-01,819.93,Home,South,Store C,0
2023-02-01,689.13,Home,East,Store B,0
2023-02-01,900.97,Home,West,Store B,0
2023-02-02,865.02,Grocery,North,Store C,0
2023-02-02,973.69,Grocery,South,Store C,0
2023-02-02,998.07,Grocery,East,Store B,0
2023-02-02,1148.86,Grocery,West,Store B,0
2023-02-02,1071.13,Electronics,North,Store C,0
2023-02-02,1139.57,Electronics,South,Store C,0
2023-02-02,1198.1,Electronics,East,Store B,0
2023-02-02,1449.3,Electronics,West,Store B,0
2023-02-02,733.35,Fashion,North,Store C,0
2023-02-02,846.69,Fashion,South,Store C,0
2023-02-02,947.14,Fashion,East,Store B,0
2023-02-02,1023.62,Fashion,West,Store B,0
2023-02-02,1019.74,Home,North,Online,0
2023-02-02,1048.54,Home,South,Online,0
2023-02-02,809.08,Home,East,Store C,0
2023-02-02,870.19,Home,West,Store C,0
2023-02-03,1175.13,Grocery,North,Online,0
2023-02-03,1407.54,Grocery,South,Online,0
2023-02-03,878.09,Grocery,East,Store C,0
2023-02-03,1011.16,Grocery,West,Store C,0
2023-02-03,1372.37,Electronics,North,Online,0
2023-02-03,1615.13,Electronics,South,Online,0
2023-02-03,994.51,Electronics,East,Store C,0
2023-02-03,1314.17,Electronics,West,Store C,0
2023-02-03,1032.91,Fashion,North,Online,0
2023-02-03,1272.62,Fashion,South,Online,0
2023-02-03,690.2,Fashion,East,Store C,0
2023-02-03,929.58,Fashion,West,Store C,0
2023-02-03,699.39,Home,North,Store A,0
2023-02-03,856.26,Home,South,Store A,0
2023-02-03,998.29,Home,East,Online,0
2023-02-03,1155.67,Home,West,Online,0
2023-02-04,1117.85,Grocery,North,Store A,0
2023-02-04,1279.55,Grocery,South,Store A,0
2023-02-04,1418.04,Grocery,East,Online,0
2023-02-04,1609.79,Grocery,West,Online,0
2023-02-04,1400.85,Electronics,North,Store A,0
2023-02-04,1586.78,Electronics,South,Store A,0
2023-02-04,1714.17,Electronics,East,Online,0
2023-02-04,2034.56,Electronics,West,Online,0
2023-02-04,1052.17,Fashion,North,Store A,0
2023-02-04,1291.06,Fashion,South,Store A,0
2023-02-04,1282.84,Fashion,East,Online,0
2023-02-04,1507.25,Fashion,West,Online,0
2023-02-04,826.21,Home,North,Store B,0
2023-02-04,930.87,Home,South,Store B,0
2023-02-04,891.51,Home,East,Store A,0
2023-02-04,1087.39,Home,West,Store A,0
2023-02-05,1278.49,Grocery,North,Store B,1
2023-02-05,1478.12,Grocery,South,Store B,1
2023-02-05,1421.62,Grocery,East,Store A,1
2023-02-05,1637.3,Grocery,West,Store A,1
2023-02-05,1592.71,Electronics,North,Store B,1
2023-02-05,1797.29,Electronics,South,Store B,1
2023-02-05,1698.59,Electronics,East,Store A,1
2023-02-05,1985.06,Electronics,West,Store A,1
2023-02-05,1203.87,Fashion,North,Store B,1
2023-02-05,1346.36,Fashion,South,Store B,1
2023-02-05,1218.92,Fashion,East,Store A,1
2023-02-05,1533.34,Fashion,West,Store A,1
2023-02-05,993.83,Home,North,Store C,1
2023-02-05,1065.39,Home,South,Store C,1
2023-02-05,1098.13,Home,East,Store B,1
2023-02-05,1207.45,Home,West,Store B,1
2023-02-06,940.07,Grocery,North,Store C,0
2023-02-06,1055.07,Grocery,South,Store C,0
2023-02-06,948.49,Grocery,East,Store B,0
2023-02-06,1159.13,Grocery,West,Store B,0
2023-02-06,910.29,Electronics,North,Store C,0
2023-02-06,1123.46,Electronics,South,Store C,0
2023-02-06,1141.96,Electronics,East,Store B,0
2023-02-06,1311.87,Electronics,West,Store B,0
